CID,IsomericSMILES,Descriptors,Descriptor Count,alcohol,animal,aquatic,earthy,flower,fruity,green,herbal,savory,spices,woody
120101,CC1=CC2=C(C=C1)OCC(=O)CO2,"['aquatic', 'green', 'fruity']",3,0,0,1,0,0,1,1,0,0,0,0
121667,CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,['alcohol'],1,1,0,0,0,0,0,0,0,0,0,0
121677,CC1=CC2=C(C=C1)C(CC=C2)(C)C,['spices'],1,0,0,0,0,0,0,0,0,0,1,0
121694,CCC1=C(OC(=N1)C)C,"['green', 'savory']",2,0,0,0,0,0,0,1,0,1,0,0
121700,CCCC(=O)CC(=O)OC,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
121710,CC1CC(=O)C=C1C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
121719,CC1(C2CC1C(=C)C(=O)C2)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
121731,CC1=CC=CCC1,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
121738,CCCCCCCCCC(=O)OCC(C)C,"['alcohol', 'savory', 'fruity']",3,1,0,0,0,0,1,0,0,1,0,0
121739,CCCCCCCCCC(=O)OCCC,"['green', 'savory', 'fruity']",3,0,0,0,0,0,1,1,0,1,0,0
121767,CC(=O)OC1(CCCCC1)C,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
121774,C1CC2CC1C3C2C(CC3)CO,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
121777,CC1CC(=C)CC(O1)C2=CC=CC=C2,"['herbal', 'flower', 'green']",3,0,0,0,0,1,0,1,1,0,0,0
121790,CCCCCCC(C(=O)C)C(=O)OCC,"['herbal', 'flower', 'green', 'fruity', 'alcohol']",5,1,0,0,0,1,1,1,1,0,0,0
121797,CC1=CCC(CC1OC=O)C(=C)C,"['herbal', 'fruity']",2,0,0,0,0,0,1,0,1,0,0,0
122370,CSCS,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
122407,CCSC1=CC=CC=C1O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
122419,CCCC(=O)OCC(C)O,"['aquatic', 'fruity']",2,0,0,1,0,0,1,0,0,0,0,0
122485,CC(C)[C@H]1CC[C@@](C=C1)(C)O,"['animal', 'herbal', 'flower']",3,0,1,0,0,1,0,0,1,0,0,0
122491,CCC=CCC=CC=CC=C,['green'],1,0,0,0,0,0,0,1,0,0,0,0
122510,CC1CCC2C13CC(C2(C)C)C4(C(C3)O4)C,"['herbal', 'earthy', 'animal', 'woody', 'aquatic']",5,0,1,1,1,0,0,0,1,0,0,1
122557,CC1=C(C(CCC1)(C)C)C=CC(C)C=O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
122594,CCCC1=NC=C(N=C1C)C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
122936,CC1=C(C=CC(=C1)C=O)OC,"['flower', 'earthy']",2,0,0,0,1,1,0,0,0,0,0,0
122941,CCOC1=NC=CN=C1C,"['earthy', 'savory', 'fruity']",3,0,0,0,1,0,1,0,0,1,0,0
122943,CC(C)(C)C1=NC=CN=C1,"['herbal', 'green', 'savory']",3,0,0,0,0,0,0,1,1,1,0,0
122954,CC=CCCC1CCCC(=O)O1,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
123233,CCCC1=CC(=C(C=C1)OC)OC,['spices'],1,0,0,0,0,0,0,0,0,0,1,0
123388,CCSSC,"['green', 'savory']",2,0,0,0,0,0,0,1,0,1,0,0
123406,CCC1=CC=CC=C1C=O,"['savory', 'flower', 'green']",3,0,0,0,0,1,0,1,0,1,0,0
123935,C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
125207,C=CCCCCCCCCCC(=O)O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
125468,C/C=C(\C)/C(=O)O,"['earthy', 'herbal', 'savory', 'fruity']",4,0,0,0,1,0,1,0,1,1,0,0
135309,CCCC[C@H](CC)C(=O)O,"['animal', 'herbal']",2,0,1,0,0,0,0,0,1,0,0,0
136330,CC1=CC=CC(CC1=O)(C)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
136335,C1CCSSC1,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
136363,CCC(=O)C(C)(C)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
136505,C1CCOC(C1)O,"['herbal', 'earthy']",2,0,0,0,1,0,0,0,1,0,0,0
137281,CC(C)CC=CC(=O)C,"['herbal', 'green']",2,0,0,0,0,0,0,1,1,0,0,0
137829,CC(C1CCCCC1)O,"['herbal', 'aquatic', 'savory', 'fruity']",4,0,0,1,0,0,1,0,1,1,0,0
137980,CC1=CN=CS1,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
138176,CC(C)OC(C)OC(C)C,"['aquatic', 'green', 'alcohol', 'fruity']",4,1,0,1,0,0,1,1,0,0,0,0
138187,CCOC(C)(C1=CC=CC=C1)OCC,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
138212,CC(C)C(C)(C1=CC=CC=C1)O,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
138217,CC(C)C(=O)C(=O)C(C)C,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
138260,CCCC(OC)OC,"['aquatic', 'green', 'alcohol', 'savory']",4,1,0,1,0,0,0,1,0,1,0,0
138345,CCC=S,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
138418,CCCOC(=O)C(C)(C)C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
138420,CCCCOC(=O)C(C)(C)C,"['herbal', 'fruity']",2,0,0,0,0,0,1,0,1,0,0,0
138491,CSC(SC)SC,"['earthy', 'animal', 'savory']",3,0,1,0,1,0,0,0,0,1,0,0
138508,CCCC(=O)C(=O)CCC,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
138818,C(S)S,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
139711,CCSC(C)SCC,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
139743,COC(=O)CC1CCCCC1,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
140001,CC1=CC=CC=C1C2=NC3=CC=CC=C3S2,"['animal', 'flower', 'green']",3,0,1,0,0,1,0,1,0,0,0,0
140511,CCCC(C)CC=O,"['green', 'savory', 'fruity']",3,0,0,0,0,0,1,1,0,1,0,0
140615,CCCCOC(=O)CC=CC,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
140649,CCCCCC#CCC,"['aquatic', 'green']",2,0,0,1,0,0,0,1,0,0,0,0
141710,CC1CCCCCCCCCCCCC(=O)O1,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
141850,CC(C1=CC=CC=C1)S,"['flower', 'savory', 'fruity']",3,0,0,0,0,1,1,0,0,1,0,0
142266,CC(=O)CC(=O)OCC1=CC=CC=C1,"['herbal', 'flower', 'animal', 'fruity', 'aquatic']",5,0,1,1,0,1,1,0,1,0,0,0
142629,CC=CSC,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
143444,CC(C)CC(OC)OC,"['aquatic', 'green', 'savory', 'fruity']",4,0,0,1,0,0,1,1,0,1,0,0
143498,CC(C)(C1=CC=CC=C1)C(=O)OC,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
143990,CC1=CC(=C(O1)C)SC,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
146586,CC(=CCS)C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
146885,CCCC1NCCS1,"['green', 'savory']",2,0,0,0,0,0,0,1,0,1,0,0
149211,CCCCCCCCCCCCC=CC=O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
151276,COC1=C(C=CC(=C1)CC=O)O,"['flower', 'savory']",2,0,0,0,0,1,0,0,0,1,0,0
151492,CCCC(CC(=O)O)O,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
152910,CC(CS)C(=O)O,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
154271,C1=CC=C(C=C1)CCCCCCCO,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
154381,CCCCCCOC(=O)C(C)C=CC,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
155007,CC(C=O)C1CCC(O1)(C)C=C,"['aquatic', 'flower']",2,0,0,1,0,1,0,0,0,0,0,0
155626,CC(=C)C1CCC(C=C1)(C)O,"['animal', 'herbal', 'flower']",3,0,1,0,0,1,0,0,1,0,0,0
155708,CCOC1=C(C=CC(=C1)C=O)OC(=O)C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
155724,CC(C)[C@@H]1CC[C@@]2([C@H]1[C@@H]3C(=C)CC[C@@H]2S3)C,"['animal', 'earthy']",2,0,1,0,1,0,0,0,0,0,0,0
155771,CCCCCC#CC(=O)OCC=C,['green'],1,0,0,0,0,0,0,1,0,0,0,0
156273,CCCCC1OCC(O1)C,"['green', 'alcohol', 'savory']",3,1,0,0,0,0,0,1,0,1,0,0
156605,CC(CC(C)(C)C#N)C1=CC=CC=C1,"['herbal', 'green', 'flower', 'fruity', 'savory']",5,0,0,0,0,1,1,1,1,1,0,0
157343,CCOC(=O)[C@@]12CCC[C@@H]1[C@@H]3CC[C@H]2C3,"['flower', 'alcohol', 'fruity']",3,1,0,0,0,1,1,0,0,0,0,0
158410,CCC(=O)OCC(C)(C)CC1=C(CCC1C(=C)C)C,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
159055,C[C@@]12CC[C@@H](C1(C)C)CC2=O,"['herbal', 'aquatic', 'green']",3,0,0,1,0,0,0,1,1,0,0,0
160065,CCC(C)(CCC1=CC=CC=C1)OC(=O)C,"['herbal', 'flower', 'green', 'fruity', 'aquatic']",5,0,0,1,0,1,1,1,1,0,0,0
160138,C1CC2C3CC(C2C1CO)CC3CO,"['animal', 'woody', 'flower']",3,0,1,0,0,1,0,0,0,0,0,1
160641,CCOC(=O)C(C)C1CCCCC1,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
160799,CC1=C[C@H]2[C@@H](CC[C@]([C@@H]2CC1)(C)O)C(C)C,['earthy'],1,0,0,0,1,0,0,0,0,0,0,0
161475,[CH2]CCCO,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
161528,CCCCC=CCC(=O)OCC,"['alcohol', 'fruity']",2,1,0,0,0,0,1,0,0,0,0,0
161675,CC(=O)OCC1CCC2C1C3CCC2C3,"['animal', 'woody', 'flower', 'fruity']",4,0,1,0,0,1,1,0,0,0,0,1
161676,C1CC2CC1C3C2C(CC3)C=O,"['aquatic', 'green', 'fruity']",3,0,0,1,0,0,1,1,0,0,0,0
161936,CCC(C)C1CCCCC1(C#C)OC(=O)C,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
161949,CC1(CCCCCCCCCCC1)OC,"['animal', 'green']",2,0,1,0,0,0,0,1,0,0,0,0
161960,CCCCC1COCC(C1OC(=O)C)C,"['earthy', 'herbal', 'flower', 'savory']",4,0,0,0,1,1,0,0,1,1,0,0
161993,CCCC1C2CC(C1C=O)C=C2,"['green', 'flower', 'savory']",3,0,0,0,0,1,0,1,0,1,0,0
162002,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)OC=O,"['animal', 'herbal', 'green']",3,0,1,0,0,0,0,1,1,0,0,0
162027,CCOC(C)OC(C)(CCC=C(C)C)C=C,"['herbal', 'aquatic', 'flower', 'fruity']",4,0,0,1,0,1,1,0,1,0,0,0
162030,CCCCCC1C(CCC1=O)CC(=O)C,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
162053,CC(CCCC(C)(C)OC)C(C)O,"['woody', 'flower']",2,0,0,0,0,1,0,0,0,0,0,1
162061,COCOC1CCCCCCCCCCC1,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
162105,CC(C)(CCCC1=CCCC(C1)C=O)O,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
162239,CCCOC(=O)C(C)CC,"['green', 'alcohol', 'savory', 'fruity']",4,1,0,0,0,0,1,1,0,1,0,0
162248,CCC(C)C1CCCCC1(C=C)OC(=O)C,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
162249,CCCCCCC1C(CCC1=O)C(=O)OC,"['herbal', 'aquatic', 'flower', 'green']",4,0,0,1,0,1,0,1,1,0,0,0
162267,CCCCCCCCCCC(C)C=O,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
162275,COC(=O)C1=CC=CC=C1N=CC2=CC=CC=C2,"['flower', 'savory', 'fruity']",3,0,0,0,0,1,1,0,0,1,0,0
162292,CC1=C(SC=N1)C(=O)C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
162293,CCC1=C(N=C(S1)C)C,"['earthy', 'savory']",2,0,0,0,1,0,0,0,0,1,0,0
162294,CC(CCCC(=C)C)OC(=O)C,"['animal', 'green', 'earthy']",3,0,1,0,1,0,0,1,0,0,0,0
162297,C1CCCCCC2=C(CCCC1)N=CO2,"['herbal', 'green', 'earthy']",3,0,0,0,1,0,0,1,1,0,0,0
162309,CC(=CCCC(=CCCC1=CC=NC=C1)C)C,['aquatic'],1,0,0,1,0,0,0,0,0,0,0,0
162363,CCCCCCC=C1CCCC1=O,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
162392,C=CCCCCCCCC=O,"['aquatic', 'flower', 'green', 'fruity']",4,0,0,1,0,1,1,1,0,0,0,0
162409,COC(=O)C=C1CCCC1,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
162413,CC(C)CCCCCCOC(=O)C,"['herbal', 'flower', 'fruity']",3,0,0,0,0,1,1,0,1,0,0,0
162418,CC(CCC=C(C)C)CC(C)O,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
162452,CC1(CCC=C2C1CCC(C2)(C)O)C,"['animal', 'earthy']",2,0,1,0,1,0,0,0,0,0,0,0
162458,COC(=O)C1=CC=CC=C1NC=O,"['animal', 'fruity']",2,0,1,0,0,0,1,0,0,0,0,0
162476,CC(=O)OC(C)(CCC1C(O1)(C)C)C=C,"['aquatic', 'flower', 'fruity']",3,0,0,1,0,1,1,0,0,0,0,0
162479,CC(C)CCCC(C)C(=C)O,"['herbal', 'flower', 'woody', 'fruity', 'aquatic']",5,0,0,1,0,1,1,0,1,0,0,1
162481,CC1CC2C3CCC(C3)C2CC1=O,"['herbal', 'woody', 'fruity']",3,0,0,0,0,0,1,0,1,0,0,1
162493,C1=CC=C(C=C1)CCOCC=O,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
162500,CCC=CCOC(=O)C,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
162512,CC(=O)C1C2CCC(C2)C1(C)C,"['herbal', 'fruity']",2,0,0,0,0,0,1,0,1,0,0,0
162533,CC1=CC=C(C=C1)CC(OC)OC,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
162566,CCCCCC=C(C)C=O,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
162595,CCCC(C)C=NC1=CC=CC=C1C(=O)OC,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
162626,CCC(C)COC(=O)C1=CC=CC=C1O,"['herbal', 'flower', 'green']",3,0,0,0,0,1,0,1,1,0,0,0
162627,CCCC(=O)OCC(C)CC,"['flower', 'alcohol', 'fruity']",3,1,0,0,0,1,1,0,0,0,0,0
163236,CC(C)COC(=O)C=CC1=CC=CO1,"['herbal', 'flower']",2,0,0,0,0,1,0,0,1,0,0,0
163261,CCCCCCCC(COC(=O)C)OC(=O)C,"['aquatic', 'flower']",2,0,0,1,0,1,0,0,0,0,0,0
163345,CC(C)C(=CCC(C)C=O)C,"['aquatic', 'green', 'fruity']",3,0,0,1,0,0,1,1,0,0,0,0
163400,CCOC(C)OC(C)(CCCC(C)C)C=C,"['aquatic', 'flower', 'fruity']",3,0,0,1,0,1,1,0,0,0,0,0
163414,CCC(C)C(=O)N(C)C1=CC=CC=C1,"['aquatic', 'flower', 'fruity']",3,0,0,1,0,1,1,0,0,0,0,0
163418,CCC1(C2(CCCC1(CC2)C)C)O,['earthy'],1,0,0,0,1,0,0,0,0,0,0,0
163529,COC1CC2CC1C3C2CC(C3)C=O,"['herbal', 'aquatic', 'green', 'flower']",4,0,0,1,0,1,0,1,1,0,0,0
163546,CC1OCC2(CC3CCC2C3)CO1,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
163588,CCCC(C)COC(=O)C(C)CCC,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
163617,CC=C1CC2CC1C3C2OCCC3,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
163620,CCOC(=O)OC1C(CCC(C1C)C)C,"['aquatic', 'flower', 'fruity']",3,0,0,1,0,1,1,0,0,0,0,0
164355,CCC1=CC=C(C=C1)CC(C)(C)C#N,"['herbal', 'aquatic', 'spices']",3,0,0,1,0,0,0,0,1,0,1,0
164422,CCC(COC1CCCCC1C(C)(C)C)O,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
164623,CCC(C)C(C(=O)O)O,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
165224,CSCCCCCCN=C=S,"['green', 'savory']",2,0,0,0,0,0,0,1,0,1,0,0
165675,C[C@H]1CC[C@@H]([C@H](C1)O)C(C)C,"['herbal', 'aquatic']",2,0,0,1,0,0,0,0,1,0,0,0
166220,CC1=CCC(C1(C)C)CCC(C)CO,"['herbal', 'woody', 'savory']",3,0,0,0,0,0,0,0,1,1,0,1
166246,CC1(C(O1)C(=O)OC)C2CC3CC2C=C3,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
166247,CCC(C)C1CCCCC1(C)OC(=O)C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
166257,CC(=CCCC(C)(C)OC(=O)C)C=C,"['herbal', 'aquatic', 'fruity']",3,0,0,1,0,0,1,0,1,0,0,0
166258,CC1=C(C(CCC1)(C)C)C=CC#N,"['herbal', 'flower']",2,0,0,0,0,1,0,0,1,0,0,0
166302,CC(=CCOC(=O)C=C(C)C)C,"['herbal', 'green', 'fruity']",3,0,0,0,0,0,1,1,1,0,0,0
166341,CCCCCCCCCCOCC=O,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
166343,CCCCCCCCC=NC1=CC=CC=C1C(=O)OC,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
166364,CC1=CCCC(C1)C(=O)CC(=O)CC(C)C,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
166371,CCCCCCCCCCOC(=O)CC(C)C,"['alcohol', 'fruity']",2,1,0,0,0,0,1,0,0,0,0,0
166374,CC1(CCCC2=C1CC(CC2)C#N)C,"['aquatic', 'flower', 'earthy', 'fruity']",4,0,0,1,1,1,1,0,0,0,0,0
166406,CCCCCCCCCCCCC1CCOC1=O,"['animal', 'fruity']",2,0,1,0,0,0,1,0,0,0,0,0
166421,CCC(=O)OC1CC2CC1CC2=CC,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
166450,CC12CCCC(C1=NO)(CC2)C,"['herbal', 'aquatic', 'fruity']",3,0,0,1,0,0,1,0,1,0,0,0
166500,CCOC(=O)C1C(=C(CCC1(C)C)C)C,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
166504,CCCCC1COC2(O1)CCCC2,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
166517,CC(C)OCCOC(=O)C1=CC=CC=C1O,"['herbal', 'flower', 'fruity']",3,0,0,0,0,1,1,0,1,0,0,0
166523,CCCC(C)C1OCC(CO1)(C)CCC,"['herbal', 'aquatic', 'flower', 'green']",4,0,0,1,0,1,0,1,1,0,0,0
166527,C1CCC(CC1)OCCC2=CC=CC=C2,"['aquatic', 'flower', 'green', 'fruity']",4,0,0,1,0,1,1,1,0,0,0,0
167812,C[C@H]1CC[C@@H]2[C@]13CC(=C(C)C)[C@](O3)(C=C2C)O,['aquatic'],1,0,0,1,0,0,0,0,0,0,0,0
169068,CCCCCC(CC)(O)O,"['animal', 'earthy']",2,0,1,0,1,0,0,0,0,0,0,0
169110,CC(=O)C1=NCCS1,"['herbal', 'green', 'savory']",3,0,0,0,0,0,0,1,1,1,0,0
169211,CC1(C2CC=C(C1C2)CC=O)C,['woody'],1,0,0,0,0,0,0,0,0,0,0,1
169223,CCCCCCCCC(=O)OCC(C)C,"['flower', 'alcohol', 'fruity']",3,1,0,0,0,1,1,0,0,0,0,0
169321,CC(C)CCCCCOC(=O)C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
169812,CC(C)C1CCC(CC1)CC(C)C(=O)C,['woody'],1,0,0,0,0,0,0,0,0,0,0,1
169818,CC(CCCC(=C)C)CO,"['aquatic', 'green', 'fruity']",3,0,0,1,0,0,1,1,0,0,0,0
169830,CCC1=CC=C(S1)C=O,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
170239,CC(=CCCC(C)(C=C)S)C,"['aquatic', 'flower', 'savory', 'fruity']",4,0,0,1,0,1,1,0,0,1,0,0
170284,CC(C)CCCC(C)CC#N,"['aquatic', 'fruity']",2,0,0,1,0,0,1,0,0,0,0,0
170687,C1CCCCCC2COCC2CCCC1,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
170833,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C,"['herbal', 'flower', 'green', 'fruity']",4,0,0,0,0,1,1,1,1,0,0,0
170948,CCCC(=O)OCC(C)OC(=O)CCC,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
170977,CCCCCCCC(C=C)O,"['earthy', 'savory', 'fruity']",3,0,0,0,1,0,1,0,0,1,0,0
172501,CC(C)CC(C)CCCC(C)O,"['green', 'flower', 'savory', 'fruity']",4,0,0,0,0,1,1,1,0,1,0,0
172843,CC1CC(CC(=O)O1)(C)C,"['herbal', 'savory', 'fruity']",3,0,0,0,0,0,1,0,1,1,0,0
172844,CCC1OCC2(CC(=CCC2C)C)CO1,"['herbal', 'green']",2,0,0,0,0,0,0,1,1,0,0,0
173312,CCCCCC(=O)OCSC,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
173534,CCCCCC(=O)OCC=C(C)C,"['earthy', 'green', 'savory', 'fruity']",4,0,0,0,1,0,1,1,0,1,0,0
173535,CC(C)C(=O)OCC=C(C)C,"['green', 'savory', 'fruity']",3,0,0,0,0,0,1,1,0,1,0,0
173536,CCCCC(=O)C1=C(CCCC1(C)C)C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
173843,CCCCC1C2=C(C=CCC2)C(=O)O1,"['herbal', 'green']",2,0,0,0,0,0,0,1,1,0,0,0
174183,CC1C2C3CC(C2C=C1C)C(C3)O,"['herbal', 'earthy']",2,0,0,0,1,0,0,0,1,0,0,0
174490,CC(C)C(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,"['herbal', 'earthy', 'woody', 'fruity', 'savory']",5,0,0,0,1,0,1,0,1,1,0,1
174766,CC1=CC2=C(C(=C1C=O)OC)C(CCC2(C)C)(C)C,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
174845,CCC12CCC(C1)C(C2)C3(CCCCC3)O,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
175002,CC(=O)OC1CC2CCC1(OC2(C)C)C,"['herbal', 'aquatic']",2,0,0,1,0,0,0,0,1,0,0,0
175039,CC1C2CC(C2(C)C)CC1S,"['green', 'savory', 'fruity']",3,0,0,0,0,0,1,1,0,1,0,0
175127,C=CCCCCCCCCC(=O)OCCC1=CC=CC=C1,"['herbal', 'savory']",2,0,0,0,0,0,0,0,1,1,0,0
175170,CCOC1=NC=CN=C1C(C)C,"['earthy', 'green', 'savory']",3,0,0,0,1,0,0,1,0,1,0,0
175173,CCOC(=O)C1=C(CCCC1(C)C)C,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
175211,CCOC(C)(CCC=C(C)C)C=C,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
175216,CC(C)C1=CC=C(C=C1)CC(C)C2OCCO2,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
175220,CCCCCCCOCC(=O)CO,"['earthy', 'green', 'savory']",3,0,0,0,1,0,0,1,0,1,0,0
175273,C1C=CC2C1C3CC2CC3OCC=O,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
175366,CCC1=NC=CN=C1SC,"['earthy', 'animal', 'green', 'savory']",4,0,1,0,1,0,0,1,0,1,0,0
175381,CCCC(=O)OC(C)(C)[C@@H]1CC[C@@H](C2=C(C1)[C@H](CC2)C)C,"['animal', 'flower', 'fruity']",3,0,1,0,0,1,1,0,0,0,0,0
175481,C[C@@H]1CC[C@@H]2C13CC[C@]([C@H](C3)C2(C)C)(C)C(=O)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
175553,CCCCCCCC(CCCC(=O)OCC(CO)O)O,"['aquatic', 'savory', 'fruity']",3,0,0,1,0,0,1,0,0,1,0,0
175572,CC(C)OC(=O)CC1=CCCCC1,"['flower', 'savory', 'spices']",3,0,0,0,0,1,0,0,0,1,1,0
175596,CC1CCC2(CC1)CCC(=O)O2,"['spices', 'savory', 'fruity']",3,0,0,0,0,0,1,0,0,1,1,0
175606,CC1CC[C@H](C(=O)C1)C(C)(C)OC(=S)C,"['herbal', 'fruity']",2,0,0,0,0,0,1,0,1,0,0,0
175609,CCC1=C(C(CCC1C)(C)C)C(=O)OCC,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
175612,CC1(CC(C2=CCCCC21)(C)C=O)C,"['herbal', 'fruity']",2,0,0,0,0,0,1,0,1,0,0,0
175661,CC1=CCC(CC1)C(C)CC2CCCC2=O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
175948,CC1=CC(=CC=C1)CC(C)(C)CO,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
176983,CC1=CC=C(CC1)C(=C)C,"['herbal', 'aquatic', 'woody', 'fruity']",4,0,0,1,0,0,1,0,1,0,0,1
177050,C[C@@H](CO)C1=CC=CC=C1,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
177610,CCOC(=O)[C@@H]1[C@H](C1(C)C)C=C(C)C,"['herbal', 'flower', 'alcohol', 'fruity']",4,1,0,0,0,1,1,0,1,0,0,0
181106,CCCCCCC(=O)C=C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
181575,CCC=CC=CC(=O)C,"['herbal', 'green', 'earthy', 'fruity', 'aquatic', 'savory']",6,0,0,1,1,0,1,1,1,1,0,0
181747,CCC=CCC=CC=CC=O,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
182502,CCC=CCC(=O)C=C,['earthy'],1,0,0,0,1,0,0,0,0,0,0,0
183870,CCCCCC[C@@H]1CCC(=O)O1,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
184493,CC1(CCCCC(C1(CC=C)O)(C)C)C,"['herbal', 'earthy']",2,0,0,0,1,0,0,0,1,0,0,0
184852,C=CCCCCN=C=S,['green'],1,0,0,0,0,0,0,1,0,0,0,0
187947,CCCCCCCCCCC=CO,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
193458,COC1=CC=C(C=C1)C(=O)OCC(=O)O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
