CID,IsomericSMILES,Descriptors,Descriptor Count,alcohol,animal,aquatic,earthy,flower,fruity,green,herbal,savory,spices,woody
17090,CC(CCC=C(C)C)C=C,"['herbal', 'flower', 'fruity']",3,0,0,0,0,1,1,0,1,0,0,0
17092,CCCCCCCCCCCC#N,"['aquatic', 'fruity']",2,0,0,1,0,0,1,0,0,0,0,0
17100,CC1=CCC(CC1)C(C)(C)O,"['herbal', 'flower', 'woody', 'fruity', 'aquatic', 'spices']",6,0,0,1,0,1,1,0,1,0,1,1
17121,CCCCCC(C=C)OC(=O)C,"['herbal', 'green', 'flower', 'earthy', 'fruity', 'aquatic', 'savory']",7,0,0,1,1,1,1,1,1,1,0,0
17129,CCC(C)COC(=O)C(C)CC,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
17130,CC1=CC2=CC=CC=C2OC1=O,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
17131,CC1=CC2=C(C=C1)C=CC(=O)O2,"['animal', 'herbal', 'spices', 'fruity']",4,0,1,0,0,0,1,0,1,0,1,0
17166,CCCCCCC=CC=O,"['flower', 'green', 'savory', 'fruity']",4,0,0,0,0,1,1,1,0,1,0,0
17167,CCCCC=CC=O,"['green', 'savory']",2,0,0,0,0,0,0,1,0,1,0,0
17198,CC(=O)C1=CC(=C(C(=C1)OC)O)OC,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
17236,CC(=C)C(=O)OCC1=CC=CC=C1,"['herbal', 'flower']",2,0,0,0,0,1,0,0,1,0,0,0
17243,CCCC=CCOC(=O)C,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
17244,CCC(=O)C=CC,"['aquatic', 'green', 'savory', 'fruity']",4,0,0,1,0,0,1,1,0,1,0,0
17262,CC(=O)CC1=CC(=C(C=C1)O)OC,"['earthy', 'savory']",2,0,0,0,1,0,0,0,0,1,0,0
17355,CC(=O)CCC1=CC=CC=C1,"['aquatic', 'flower', 'green']",3,0,0,1,0,1,0,1,0,0,0,0
17356,C1CCC(CC1)SSC2CCCCC2,"['animal', 'green', 'savory', 'fruity']",4,0,1,0,0,0,1,1,0,1,0,0
17365,CCOC(=O)COC1=CC=CC=C1,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
17379,CCCCOCOCCCC,"['aquatic', 'fruity']",2,0,0,1,0,0,1,0,0,0,0,0
17525,CCCCCCOC(=O)CCC,"['green', 'savory', 'fruity']",3,0,0,0,0,0,1,1,0,1,0,0
17586,CCC(C)OCC,"['aquatic', 'flower', 'fruity']",3,0,0,1,0,1,1,0,0,0,0,0
17617,C=CCOC(=O)CCC1CCCCC1,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
17623,CC(=O)NC1=CC=CC=C1C(=O)OC,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
17685,CCC(=O)OC1CC2(CCC1C2(C)C)C,"['herbal', 'woody', 'earthy', 'fruity']",4,0,0,0,1,0,1,0,1,0,0,1
17691,CC1=CC(=O)CC1,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
17696,CC1SC(SC(S1)C)C,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
17697,CCCCCCCCCCCCCCC=O,"['aquatic', 'flower']",2,0,0,1,0,1,0,0,0,0,0,0
17739,CCCC1=CC(=C(C=C1)O)OC,"['flower', 'spices']",2,0,0,0,0,1,0,0,0,0,1,0
17816,CC(C)CC(=O)OCC=C,"['alcohol', 'fruity']",2,1,0,0,0,0,1,0,0,0,0,0
17868,CC1=CCC2(C1C2)C(C)C,"['herbal', 'green']",2,0,0,0,0,0,0,1,1,0,0,0
17898,CC1=NC=CN=C1OC,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
18015,CCCCCCCCCCCCCCCCS,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
18027,CCCCCCCCCCCCCCCC(=O)C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
18064,CSS(=O)(=O)C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
18280,CC(C)C(C)C(C)(C)O,"['herbal', 'earthy', 'fruity']",3,0,0,0,1,0,1,0,1,0,0,0
18309,CC1CCCC(C1)(C)C,['green'],1,0,0,0,0,0,0,1,0,0,0,0
18458,CCC=C(C)C(=O)O,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
18467,COC1=NC=CN=C1,"['earthy', 'green', 'alcohol', 'savory']",4,1,0,0,1,0,0,1,0,1,0,0
18522,CC1C(=O)CCO1,"['alcohol', 'savory']",2,1,0,0,0,0,0,0,0,1,0,0
18554,CCC1=CC=CO1,"['animal', 'aquatic', 'savory']",3,0,1,1,0,0,0,0,0,1,0,0
18635,CSCCC=O,"['earthy', 'animal', 'savory']",3,0,1,0,1,0,0,0,0,1,0,0
18686,CCOC(=O)C1CCCCC1,"['alcohol', 'savory', 'fruity']",3,1,0,0,0,0,1,0,0,1,0,0
18698,CCCCC1CCCC(=O)O1,"['spices', 'savory', 'fruity']",3,0,0,0,0,0,1,0,0,1,1,0
18744,C1=CC=C(C=C1)CC(C2=CC=CC=C2)C(=O)O,"['flower', 'savory']",2,0,0,0,0,1,0,0,0,1,0,0
18756,CC(=CCC=C(C)C=C)C,"['savory', 'flower', 'green', 'fruity']",4,0,0,0,0,1,1,1,0,1,0,0
18818,CC(C)C12CCC(=C)C1C2,"['herbal', 'woody', 'green', 'fruity']",4,0,0,0,0,0,1,1,1,0,0,1
18826,C1CCCCC(=O)OCCCCCOCCCC1,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
18827,CCCCCC(C=C)O,"['herbal', 'green', 'flower', 'earthy', 'savory']",5,0,0,0,1,1,0,1,1,1,0,0
18898,CC(=O)C1=C(C=CO1)O,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
18938,CC(CCO)CC(C)(C)C,"['herbal', 'flower', 'green', 'earthy', 'fruity', 'aquatic']",6,0,0,1,1,1,1,1,1,0,0,0
19089,COCCC1=CC=CC=C1,"['aquatic', 'flower', 'green', 'fruity']",4,0,0,1,0,1,1,1,0,0,0,0
19137,CC(=O)CCC1=CC=C(C=C1)OC(=O)C,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
19165,CC1=CC(=CC=C1)OC2=CC=CC=C2,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
19188,C1=CC=C(C=C1)OCC(=O)O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
19223,CC(CCCC(C)(C)OC)CC=O,"['aquatic', 'flower']",2,0,0,1,0,1,0,0,0,0,0,0
19243,C[C@@H]1CC[C@@H](C(C1)O)C(C)C,"['animal', 'herbal', 'aquatic', 'woody']",4,0,1,1,0,0,0,0,1,0,0,1
19244,C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C,"['animal', 'herbal']",2,0,1,0,0,0,0,0,1,0,0,0
19309,CC1C(=O)C(=C(O1)C)O,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
19310,CSSSC,"['aquatic', 'green', 'savory']",3,0,0,1,0,0,0,1,0,1,0,0
19315,CC(=O)CCCCC=C,"['herbal', 'savory']",2,0,0,0,0,0,0,0,1,1,0,0
19499,CC=CC(=O)O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
19543,CC(=C)CC(=O)C,"['herbal', 'savory']",2,0,0,0,0,0,0,0,1,1,0,0
19602,CCCCCC1=CC=CO1,"['green', 'earthy', 'fruity', 'aquatic', 'savory']",5,0,0,1,1,0,1,1,0,1,0,0
19603,CCCCCCCC1=CC=CO1,"['green', 'savory', 'fruity']",3,0,0,0,0,0,1,1,0,1,0,0
19633,CC(=CCCC(=CCCC(=O)C)C)C,"['aquatic', 'flower', 'green', 'fruity']",4,0,0,1,0,1,1,1,0,0,0,0
19695,CCOC(CC(C)C)OCC,"['aquatic', 'green', 'savory', 'fruity']",4,0,0,1,0,0,1,1,0,1,0,0
19707,CCCC(=O)C(=O)C,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
19725,CC1=CCC2C3C1C2(CCC3C(C)C)C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
19754,CCCSC,"['green', 'savory']",2,0,0,0,0,0,0,1,0,1,0,0
19793,CC1(CC(C2=CC=CC=C21)(C)C3=CC=CC=C3)C,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
19801,CCCCCCCC=CC=O,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
19802,CC(C)CC(=O)OCC=C(C)CCC=C(C)C,"['herbal', 'aquatic', 'flower', 'fruity']",4,0,0,1,0,1,1,0,1,0,0,0
19838,CCOC(=O)C(C)(C)C,"['alcohol', 'fruity']",2,1,0,0,0,0,1,0,0,0,0,0
19844,COC1=C(C=CC(=C1)C(=O)OC)O,"['green', 'flower', 'aquatic', 'savory']",4,0,0,1,0,1,0,1,0,1,0,0
19878,CC(C)(C)C1=CC=NC=C1,"['herbal', 'green']",2,0,0,0,0,0,0,1,1,0,0,0
20046,CC1C(CCC1(C)O)C(=C)C,"['herbal', 'fruity']",2,0,0,0,0,0,1,0,1,0,0,0
20063,CCCSCC,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
20083,CCCCCCC(C)O,"['herbal', 'green', 'flower', 'earthy', 'animal', 'fruity', 'aquatic', 'savory']",8,0,1,1,1,1,1,1,1,1,0,0
20200,CCC=CCC(=O)O,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
20219,CCCCCCCC(=O)OCC=C,"['aquatic', 'green', 'alcohol', 'fruity']",4,1,0,1,0,0,1,1,0,0,0,0
20263,CC1=CC2=CC=CC=C2O1,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
20307,CCC=CC=CC=O,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
20350,CC1=CCC(CC1)C(=O)O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
20354,CCCC(=O)OC1=CC=CC=C1,"['flower', 'savory', 'fruity']",3,0,0,0,0,1,1,0,0,1,0,0
20357,CCCCCCC1OCC(O1)C,"['herbal', 'aquatic', 'green', 'fruity']",4,0,0,1,0,0,1,1,1,0,0,0
20358,C1CCC(CC1)OC=O,"['aquatic', 'fruity']",2,0,0,1,0,0,1,0,0,0,0,0
20378,COC(C=CC1=CC=CC=C1)OC,"['herbal', 'aquatic', 'green', 'spices']",4,0,0,1,0,0,0,1,1,0,1,0
20446,CC=C(C=O)C1=CC=CC=C1,"['animal', 'green', 'flower', 'savory']",4,0,1,0,0,1,0,1,0,1,0,0
20487,C1CCC2C(C1)CCC(=O)O2,"['herbal', 'spices', 'savory', 'fruity']",4,0,0,0,0,0,1,0,1,1,1,0
20499,C1=COC(=C1)CSSCC2=CC=CO2,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
20508,C1CCC(CC1)CCO,"['herbal', 'aquatic', 'flower', 'green']",4,0,0,1,0,1,0,1,1,0,0,0
20534,CCCCC1=CC=CO1,"['animal', 'alcohol', 'savory', 'fruity']",4,1,1,0,0,0,1,0,0,1,0,0
20590,CC1=CCC(C1(C)C)C(=O)C,"['herbal', 'woody']",2,0,0,0,0,0,0,0,1,0,0,1
20653,CCCCC(C)C(=O)O,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
20739,CC(C)C1CCC(CC1)O,"['herbal', 'flower', 'green', 'animal', 'woody', 'aquatic']",6,0,1,1,0,1,0,1,1,0,0,1
20745,CC(CCC=C(C)C)O,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
20748,COC(=O)C1CCCCC1,"['herbal', 'flower', 'fruity', 'aquatic', 'savory']",5,0,0,1,0,1,1,0,1,1,0,0
20756,CCCC(=O)C=CC,['aquatic'],1,0,0,1,0,0,0,0,0,0,0,0
20797,CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
20799,CC=C(C)CO,['green'],1,0,0,0,0,0,0,1,0,0,0,0
20858,CCC(OCC)OCC,"['aquatic', 'alcohol', 'fruity']",3,1,0,1,0,0,1,0,0,0,0,0
20859,CCC(OC)OC,"['aquatic', 'alcohol', 'fruity']",3,1,0,1,0,0,1,0,0,0,0,0
20861,CCC1=CC=C(C=C1)C=O,"['herbal', 'green', 'fruity', 'savory', 'spices']",5,0,0,0,0,0,1,1,1,1,1,0
20928,CCCC(C=C)O,"['aquatic', 'green', 'alcohol']",3,1,0,1,0,0,0,1,0,0,0,0
20959,CCCCCC1CCCC1=O,"['herbal', 'flower', 'green', 'fruity']",4,0,0,0,0,1,1,1,1,0,0,0
20967,CCCCCCCCCC=CC=O,"['herbal', 'green', 'fruity']",3,0,0,0,0,0,1,1,1,0,0,0
20970,C1CSCS1,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
20995,CCCCCC1=CC=CS1,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
21003,C1CCC(C1)C2CCCC2=O,"['herbal', 'flower', 'green', 'animal', 'fruity', 'aquatic']",6,0,1,1,0,1,1,1,1,0,0,0
21006,CCCCCCCCOC(=O)CCCCC,"['herbal', 'aquatic', 'green', 'fruity']",4,0,0,1,0,0,1,1,1,0,0,0
21057,CCCCC(C=C)O,"['green', 'earthy', 'fruity', 'aquatic', 'savory']",5,0,0,1,1,0,1,1,0,1,0,0
21059,CCC1=C(C(=O)C=CO1)O,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
21085,CC(C)CCCC(C)C=C,"['herbal', 'woody']",2,0,0,0,0,0,0,0,1,0,0,1
21108,CC(=O)CCCCCC=C,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
21244,CC(C)C=CC(=O)C,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
21265,CC(=CCOC(=O)C1=CC=CC=C1)C,"['herbal', 'flower', 'green', 'fruity', 'savory']",5,0,0,0,0,1,1,1,1,1,0,0
21363,C1CCC(CC1)CC(=O)O,"['animal', 'savory']",2,0,1,0,0,0,0,0,0,1,0,0
21458,CC(C)C=CC=O,"['aquatic', 'green', 'alcohol', 'fruity']",4,1,0,1,0,0,1,1,0,0,0,0
21503,CCCCCCOC(C)OCCCCCC,"['herbal', 'flower', 'green', 'fruity', 'aquatic', 'savory']",6,0,0,1,0,1,1,1,1,1,0,0
21574,CC(CC=O)CC(C)(C)C,"['herbal', 'green', 'fruity']",3,0,0,0,0,0,1,1,1,0,0,0
21595,CCOC(=O)CC1CCCCC1,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
21596,CCCCCCC(=O)OCCCC,"['herbal', 'green', 'animal', 'fruity', 'alcohol', 'spices']",6,1,1,0,0,0,1,1,1,0,1,0
21606,CCCCCCCC(=O)OC(C)C,"['herbal', 'flower', 'green', 'fruity', 'alcohol']",5,1,0,0,0,1,1,1,1,0,0,0
21625,CCOC(=O)CCS,"['animal', 'aquatic', 'savory', 'fruity']",4,0,1,1,0,0,1,0,0,1,0,0
21648,CC(=O)CCC1=CC=C(C=C1)O,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
21671,CC1=CCC(CC1)C(C)C,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
21768,CC(=CCCC(=CC#N)C)C,"['aquatic', 'fruity']",2,0,0,1,0,0,1,0,0,0,0,0
21828,CC1SCCS1,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
21895,C1C(OC(O1)CC2=CC=CC=C2)CO,"['savory', 'flower', 'green']",3,0,0,0,0,1,0,1,0,1,0,0
22201,CC1=NC=CN=C1C,"['animal', 'green', 'savory']",3,0,1,0,0,0,0,1,0,1,0,0
22227,C[C@@H]1CC[C@H](CC1=O)C(=C)C,['herbal'],1,0,0,0,0,0,0,0,1,0,0,0
22310,CC1(CCC(O1)C(C)(C)O)C=C,"['herbal', 'flower', 'green', 'earthy', 'animal', 'woody']",6,0,1,0,1,1,0,1,1,0,0,1
22311,CC1=CCC(CC1)C(=C)C,"['herbal', 'aquatic', 'savory', 'fruity']",4,0,0,1,0,0,1,0,1,1,0,0
22329,CC1SCCCS1,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
22383,CCCSSSCCC,"['herbal', 'green', 'savory', 'fruity']",4,0,0,0,0,0,1,1,1,1,0,0
22386,CCCC(C)O,"['green', 'animal', 'fruity', 'aquatic', 'alcohol', 'savory']",6,1,1,1,0,0,1,1,0,1,0,0
22556,CCCCCCCCCCC(=O)C,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
22568,CC(=O)OCCOC1=CC=CC=C1,"['herbal', 'flower', 'fruity']",3,0,0,0,0,1,1,0,1,0,0,0
22629,CCCCCCOC(=O)C1=CC=CC=C1O,"['herbal', 'flower', 'green', 'fruity', 'aquatic']",5,0,0,1,0,1,1,1,1,0,0,0
22692,CCCCCCCCCCCCOC(=O)C(C)O,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
22819,C1CC2=CC=CC=C2C1O,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
22873,CCCCCCOC(=O)CCCCC,"['herbal', 'flower', 'green', 'fruity', 'aquatic', 'savory']",6,0,0,1,0,1,1,1,1,1,0,0
23110,CSCCSC,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
23173,C1CCCCCOCCCCOC(=O)CCCC1,"['animal', 'fruity']",2,0,1,0,0,0,1,0,0,0,0,0
23203,CCCCC=CC=CC=O,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
23234,CCC=CCC=O,"['green', 'savory', 'fruity']",3,0,0,0,0,0,1,1,0,1,0,0
23235,CCCCCCOC(=O)C1=CC=CC=C1,"['herbal', 'aquatic', 'flower', 'green']",4,0,0,1,0,1,0,1,1,0,0,0
23347,C1=CSC(=C1)SSC2=CC=CS2,"['earthy', 'savory']",2,0,0,0,1,0,0,0,0,1,0,0
23367,CCCCCC(=O)OCC1=CC=CC=C1,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
23368,CC(C)OC(=O)CCCCC(=O)OC(C)C,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
23376,CC(=O)CC(=O)OC1CCCCC1,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
23534,CCOC(C(C)CC1=CC=C(C=C1)C(C)C)OCC,"['green', 'flower', 'savory']",3,0,0,0,0,1,0,1,0,1,0,0
23535,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C,"['herbal', 'flower', 'green', 'fruity', 'aquatic']",5,0,0,1,0,1,1,1,1,0,0,0
23642,COC1=CC=CC=C1S,"['earthy', 'savory']",2,0,0,0,1,0,0,0,0,1,0,0
23686,CC1=NC2=CC=CC=C2N=C1,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
23716,CCCCCCCCCCOC,['aquatic'],1,0,0,1,0,0,0,0,0,0,0,0
23726,CCCCOC(=O)C=CC,"['herbal', 'green', 'alcohol', 'fruity']",4,1,0,0,0,0,1,1,1,0,0,0
23832,CCCCCC=CC(=O)OCC,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
23906,CCCCC(CC)COC(=O)C(CC)CCCC,['fruity'],1,0,0,0,0,0,1,0,0,0,0,0
24020,CCC(C)C(=O)OCC,"['aquatic', 'green', 'fruity']",3,0,0,1,0,0,1,1,0,0,0,0
24096,CC(C)OC(=O)CCCCCCCCC(=O)OC(C)C,['aquatic'],1,0,0,1,0,0,0,0,0,0,0,0
24111,CCCCC(=CC1=CC=CC=C1)C=O,"['herbal', 'flower', 'green']",3,0,0,0,0,1,0,1,1,0,0,0
24113,CCOC(C=C(C)CCC=C(C)C)OCC,"['aquatic', 'flower', 'green', 'fruity']",4,0,0,1,0,1,1,1,0,0,0,0
24114,CCCCOC(=O)C(C)OC(=O)CCC,"['green', 'flower', 'savory', 'fruity']",4,0,0,0,0,1,1,1,0,1,0,0
24115,CC(C)C(=O)C(=O)C,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
24116,C=CCOC(=O)C1=CC=CC=C1N,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
24117,C=CCOC(=O)COC1=CC=CC=C1,"['herbal', 'green', 'fruity', 'aquatic', 'savory']",5,0,0,1,0,0,1,1,1,1,0,0
24120,CCC(=O)OC1=CC=C(C=C1)C,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
24191,CC(=CCCC(=CC(OC)OC)C)C,"['flower', 'green', 'fruity']",3,0,0,0,0,1,1,1,0,0,0,0
24197,CCOC(=O)CC(C(=O)OCC)O,"['herbal', 'alcohol', 'savory', 'fruity']",4,1,0,0,0,0,1,0,1,1,0,0
24433,CCCCOC(=O)C1=CC=CC=C1N,"['flower', 'alcohol', 'green', 'fruity']",4,1,0,0,0,1,1,1,0,0,0,0
24473,CC1CCC(CC1=O)C(=C)C,"['herbal', 'aquatic', 'savory']",3,0,0,1,0,0,0,0,1,1,0,0
24508,CCCOC(=O)C=CC1=CC=CC=C1,"['animal', 'flower']",2,0,1,0,0,1,0,0,0,0,0,0
24510,C1CCC(CC1)OC(=O)C2=CC=CC=C2N,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
24513,CCCCCCCCCC(OC)OC,"['herbal', 'flower', 'green', 'fruity']",4,0,0,0,0,1,1,1,1,0,0,0
24515,CC(C)COC(=O)C1=CC=CC=C1N,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
24516,CCCCCCC(=O)OCC(C)C,"['herbal', 'green', 'alcohol', 'fruity']",4,1,0,0,0,0,1,1,1,0,0,0
24521,CC(C)OC(=O)C=CC1=CC=CC=C1,['animal'],1,0,1,0,0,0,0,0,0,0,0,0
24583,CCCCCCC(C)C=O,"['flower', 'fruity']",2,0,0,0,0,1,1,0,0,0,0,0
24585,CC1CCC(C(C1)O)C(=C)C,"['herbal', 'aquatic', 'green']",3,0,0,1,0,0,0,1,1,0,0,0
24624,CCOCCC(OCC)OCC,"['aquatic', 'alcohol', 'fruity']",3,1,0,1,0,0,1,0,0,0,0,0
24680,CC1=CCCC(C1C=CC(=O)C)(C)C,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
24834,CCOC1=CC=C(C=C1)C=O,"['herbal', 'flower', 'fruity', 'savory', 'spices']",5,0,0,0,0,1,1,0,1,1,1,0
24835,COC1=C(C=CC(=C1)CC=C)OC=O,"['flower', 'green']",2,0,0,0,0,1,0,1,0,0,0,0
24838,CCCCCCOC(=O)C(C)CC,"['green', 'fruity']",2,0,0,0,0,0,1,1,0,0,0,0
24874,CCC(C)N,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
24915,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,"['herbal', 'flower', 'green', 'fruity']",4,0,0,0,0,1,1,1,1,0,0,0
24986,CCOC(=O)C1CC2CC1C=C2,"['herbal', 'green', 'woody', 'fruity', 'aquatic', 'savory']",6,0,0,1,0,0,1,1,1,1,0,1
25045,CCCCCCCCCCC(C)O,"['aquatic', 'fruity']",2,0,0,1,0,0,1,0,0,0,0,0
25068,CCCCCCCCCCCC(=O)OC(C)C,"['green', 'flower', 'savory', 'fruity']",4,0,0,0,0,1,1,1,0,1,0,0
25139,CCCCCCCC(C)(C)O,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
25238,COC1=C(C=CC(=C1)CC=C)OC(=O)CC2=CC=CC=C2,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
25239,CC(COC(=O)C)C1=CC=CC=C1,"['earthy', 'flower', 'green', 'fruity']",4,0,0,0,1,1,1,1,0,0,0,0
25298,CCOC(C)OC,"['aquatic', 'green', 'alcohol', 'savory']",4,1,0,1,0,0,0,1,0,1,0,0
25311,CCCCCCCCCCCCC=O,"['flower', 'green', 'animal', 'fruity', 'aquatic']",5,0,1,1,0,1,1,1,0,0,0,0
25324,CC(=O)OC1CCC2CCCCC2C1,"['herbal', 'flower', 'fruity']",3,0,0,0,0,1,1,0,1,0,0,0
25325,C1CCC2CC(CCC2C1)OC=O,"['woody', 'flower']",2,0,0,0,0,1,0,0,0,0,0,1
25404,CCCCCCCCCCC(=O)OCCCC,"['alcohol', 'fruity']",2,1,0,0,0,0,1,0,0,0,0,0
25610,CCCCCC=C(CCCC)C=O,"['aquatic', 'green', 'savory', 'fruity']",4,0,0,1,0,0,1,1,0,1,0,0
25611,CCCCC(=O)C(C)C,"['herbal', 'green', 'savory', 'fruity']",4,0,0,0,0,0,1,1,1,1,0,0
25612,C=CCCCCCCCCO,"['aquatic', 'flower', 'fruity']",3,0,0,1,0,1,1,0,0,0,0,0
25797,CCC1=CN=C(C=N1)CC,"['earthy', 'animal', 'savory']",3,0,1,0,1,0,0,0,0,1,0,0
25812,CCCCCCC#CC(OC)OC,"['aquatic', 'flower', 'green']",3,0,0,1,0,1,0,1,0,0,0,0
25915,CCC1=NC=C(N=C1)C,"['green', 'savory', 'fruity']",3,0,0,0,0,0,1,1,0,1,0,0
25916,CCC1=NC(=CN=C1C)C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
26049,CC1=CCC2C(C1)C2(C)C,"['herbal', 'green', 'woody', 'fruity', 'aquatic']",5,0,0,1,0,0,1,1,1,0,0,1
26068,CC(C)(C)C1CCCCC1O,"['herbal', 'woody', 'earthy']",3,0,0,0,1,0,0,0,1,0,0,1
26179,CCC(=O)C1=CC=CS1,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
26204,CC(C)CC(=O)C(=O)C,"['savory', 'fruity']",2,0,0,0,0,0,1,0,0,1,0,0
26289,CC(C)C1=CC=C(C=C1)C#N,['green'],1,0,0,0,0,0,0,1,0,0,0,0
26331,CCC1=NC=CN=C1,"['animal', 'savory']",2,0,1,0,0,0,0,0,0,1,0,0
26332,CCC1=NC(=CN=C1)C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
26333,CC1=NC=CN=C1CC(C)C,"['earthy', 'herbal', 'green', 'savory']",4,0,0,0,1,0,0,1,1,1,0,0
26334,CCC1=NC=C(N=C1C)C,"['animal', 'savory']",2,0,1,0,0,0,0,0,0,1,0,0
26335,CC1=CN=C(C=N1)C=C,['savory'],1,0,0,0,0,0,0,0,0,1,0,0
26396,CC1(C(CCC(O1)(C)C=C)O)C,"['savory', 'aquatic', 'flower', 'earthy']",4,0,0,1,1,1,0,0,0,1,0,0
26447,C[C@@H]1CC[C@H](C(=O)C1)C(C)C,"['herbal', 'aquatic', 'green', 'spices']",4,0,0,1,0,0,0,1,1,0,1,0
26630,CCCCCC=CC(=O)C,"['green', 'earthy', 'fruity', 'savory', 'spices']",5,0,0,0,1,0,1,1,0,1,1,0
26808,CC1=CN=C(C(=N1)C)C,"['earthy', 'animal', 'savory']",3,0,1,0,1,0,0,0,0,1,0,0
26955,CC1=C(C(CCC1)(C)C)C=CC(=O)C,['flower'],1,0,0,0,0,1,0,0,0,0,0,0
27208,CC1=CCC(CC1)(C(C)CCC=C(C)C)O,"['herbal', 'aquatic', 'flower', 'fruity']",4,0,0,1,0,1,1,0,1,0,0,0
27209,CC1(CCCC2(C1=CC(=O)O2)C)C,"['herbal', 'flower', 'spices', 'fruity']",4,0,0,0,0,1,1,0,1,0,1,0
27440,CCC1=NC(=CS1)C,"['green', 'savory']",2,0,0,0,0,0,0,1,0,1,0,0
27457,CCC1=NC=CN=C1C,"['earthy', 'animal', 'green', 'savory']",4,0,1,0,1,0,0,1,0,1,0,0
27458,CCC1=NC=CN=C1CC,"['earthy', 'savory']",2,0,0,0,1,0,0,0,0,1,0,0
