CID,IsomericSMILES,Descriptors,alcohol,animal,aquatic,earthy,flower,fruity,green,herbal,savory,spices,woody
21319797,CC1(C2CCC(C2)C1C(C)(CC=C)O)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
21397352,CC(CCC(=C(C)C)C)CC=O,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
21400548,CCC(=O)OCC1=CC=CC(=C1)C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
21407712,CC(C)C1=CC(=CC(=C1)C=O)C(C)C,"['herbal', 'animal']",0,1,0,0,0,0,0,1,0,0,0
21467047,CC1=CCC(C1(C)C)C(=C)CC(C)C=O,['woody'],0,0,0,0,0,0,0,0,0,0,1
21470922,CCCCCCCCOC(=O)CC(=O)[O-],['fruity'],0,0,0,0,0,1,0,0,0,0,0
21475824,CC(C)CCOC(=O)C1=CC(=C(C=C1)O)OC,"['flower', 'animal']",0,1,0,0,1,0,0,0,0,0,0
21492476,CCC1=COC(=O)C=C1,['herbal'],0,0,0,0,0,0,0,1,0,0,0
21498028,CC(C)C(CCC(C)O)CCC(C)O,['animal'],0,1,0,0,0,0,0,0,0,0,0
21517141,CCCCCCCCCCC(=O)OCCCCCCC,"['green', 'savory', 'earthy']",0,0,0,1,0,0,1,0,1,0,0
21545434,CCCCSSS,"['green', 'savory']",0,0,0,0,0,0,1,0,1,0,0
21546135,CC(C1=CC=CO1)SC,['savory'],0,0,0,0,0,0,0,0,1,0,0
21554588,CC1=NC=C2COCC2=N1,['savory'],0,0,0,0,0,0,0,0,1,0,0
21554596,CC1C2=NC(=NC=C2CO1)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
21606187,CC1=CC2C(=C(CO2)C)CC1,"['flower', 'herbal']",0,0,0,0,1,0,0,1,0,0,0
21606866,CC/C=C\CCCOC(=O)C,"['flower', 'green', 'fruity']",0,0,0,0,1,1,1,0,0,0,0
21651867,CCC(C(=O)C1=CC=CC=C1)C(=O)O,['fruity'],0,0,0,0,0,1,0,0,0,0,0
21660211,CCC(C)C(=S)OCC,"['savory', 'earthy', 'fruity']",0,0,0,1,0,1,0,0,1,0,0
21678646,CC(C)(C)C1=C(C=C(C=C1)OC)OC,['earthy'],0,0,0,1,0,0,0,0,0,0,0
21713511,CCCOC(=O)C(CC)C1=CC=CC=C1,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
21773712,CC(C)CC1SC(SS1)CC(C)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
21856063,CC(=C(C)C1CCCCO1)C,"['herbal', 'aquatic']",0,0,1,0,0,0,0,1,0,0,0
21868199,CCCCOC(=O)CCC(=O)[O-],['animal'],0,1,0,0,0,0,0,0,0,0,0
21872276,C=CCOC(=O)/C=C/C(=O)[O-],"['savory', 'animal']",0,1,0,0,0,0,0,0,1,0,0
21885113,C1CC2CC1C3C2C(C(C3)CO)CO,"['woody', 'animal']",0,1,0,0,0,0,0,0,0,0,1
21885377,C=CCCCC1CCCC(=O)O1,['savory'],0,0,0,0,0,0,0,0,1,0,0
21885484,C1CCCCCOC(=O)C(=O)OCCCC1,['animal'],0,1,0,0,0,0,0,0,0,0,0
21904025,CCCCOC(=O)C(=O)[O-],"['alcohol', 'fruity']",1,0,0,0,0,1,0,0,0,0,0
21909228,CCC12CCC3C(CCCC3(C1CCO2)C)(C)C,['animal'],0,1,0,0,0,0,0,0,0,0,0
21909238,CC(C(C)O)C(=C)C(C)C(C)(C)C,"['herbal', 'animal']",0,1,0,0,0,0,0,1,0,0,0
21918450,CCCCC(CC)CCC=O,"['flower', 'savory', 'fruity']",0,0,0,0,1,1,0,0,1,0,0
21932488,CCCCC1(CCCCC1)OC(=O)C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
21933618,CCC(=O)OCC(=O)OC(C)C1CCCC(C1)(C)C,"['animal', 'fruity']",0,1,0,0,0,1,0,0,0,0,0
21940939,CC1=CC=CC=C1SSC,['savory'],0,0,0,0,0,0,0,0,1,0,0
21954307,C1CCCOC(=O)OCC1,['herbal'],0,0,0,0,0,0,0,1,0,0,0
21967387,C/C(=C\C/C=C(/C)\C=C)/COC(=O)C,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
21972054,CC(=CCC/C(=C/C(C)(C)O)/C)C,"['woody', 'herbal', 'earthy', 'fruity']",0,0,0,1,0,1,0,1,0,0,1
21999737,CC(C)C/C=C(/CSC)\C=O,"['herbal', 'savory']",0,0,0,0,0,0,0,1,1,0,0
22011445,CCCCC(OCCCC)OCCCC,"['green', 'savory', 'alcohol']",1,0,0,0,0,0,1,0,1,0,0
22011448,CCCCCOC(CCCC)OCCCCC,"['herbal', 'aquatic']",0,0,1,0,0,0,0,1,0,0,0
22011559,C1CCCCCCOC(=O)OCCCCC1,['animal'],0,1,0,0,0,0,0,0,0,0,0
22011560,C1CCCCCOC(=O)OCCCCC1,"['herbal', 'animal']",0,1,0,0,0,0,0,1,0,0,0
22034852,C=CCOC(=O)CC1CCCCC1,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
22035484,CC(CCC=C(C)C)CCOC(CC1=CC=CC=C1)OC,"['green', 'flower']",0,0,0,0,1,0,1,0,0,0,0
22035492,CC(C)(CCC1=CC=CC=C1)C(=O)OC,"['flower', 'green', 'fruity']",0,0,0,0,1,1,1,0,0,0,0
22057022,CCCCOC(=O)CC(=O)[O-],"['alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,0,0,0,0,0
22063486,CC(C)C1=CC=C(C=C1)CC(C)(C)O,"['green', 'flower']",0,0,0,0,1,0,1,0,0,0,0
22082179,CCC(C)C(=O)OC1CC2CCC1(C2(C)C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
22150008,CC(C)CC(=O)C(C(C)C)SCC(=C)C,"['flower', 'savory', 'green', 'fruity']",0,0,0,0,1,1,1,0,1,0,0
22150013,CCCC(=O)C(CC)SC,"['green', 'herbal', 'savory']",0,0,0,0,0,0,1,1,1,0,0
22150014,CCCC(=O)C(CC)SC(C(C)C)C(=O)CC(C)C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
22150015,CCCCCC1=NC=CS1,"['green', 'savory', 'earthy']",0,0,0,1,0,0,1,0,1,0,0
22150016,CC(C)CC(=O)C(C(C)C)SCC=C,"['green', 'flower', 'fruity']",0,0,0,0,1,1,1,0,0,0,0
22169177,CCCC(=O)OCCCCC(C)C,"['herbal', 'alcohol', 'fruity']",1,0,0,0,0,1,0,1,0,0,0
22182954,CC(C)CCCCOC(=O)C,"['green', 'herbal', 'fruity']",0,0,0,0,0,1,1,1,0,0,0
22213645,CCOC(=O)CC(C)SC,"['savory', 'earthy', 'fruity']",0,0,0,1,0,1,0,0,1,0,0
22219097,CCCC1=CC2=C(C=C1)OCC(=O)CO2,['aquatic'],0,0,1,0,0,0,0,0,0,0,0
22219099,CCC1=CCCC(C12C=CC(O2)C)(C)C,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
22235151,CC(OCCOC)OCC1=CC=CC=C1,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
22251515,CCCOC(=O)C(C)S,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
22297788,CCCCCCOC(=O)/C(=C\C)/C,"['flower', 'herbal', 'alcohol', 'green']",1,0,0,0,1,0,1,1,0,0,0
22311498,CCCCCCCCCCOC(=O)/C=C/C,"['herbal', 'aquatic']",0,0,1,0,0,0,0,1,0,0,0
22320909,CC(CCC=C(C)C)CCOC=C,"['green', 'flower']",0,0,0,0,1,0,1,0,0,0,0
22321042,CCCCCCOC(=O)C(CC)S,"['green', 'herbal', 'fruity']",0,0,0,0,0,1,1,1,0,0,0
22326187,CCCC(CCC1C(CCC(C1(C)C)C)C)O,['animal'],0,1,0,0,0,0,0,0,0,0,0
22336876,CC(CC1=CC=CC=C1)COC,"['green', 'flower', 'fruity']",0,0,0,0,1,1,1,0,0,0,0
22336879,CC1(CCC(=CC1)CCC=O)C,"['green', 'flower']",0,0,0,0,1,0,1,0,0,0,0
22376131,CCCCCC(CCC)C#N,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
22395803,CC/C=C/CCC1=CC(=O)CC1,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
22462059,CCC(=O)OCC1=CC=C(C=C1)C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
22472261,CCCOS(=O)(=S)CCC,"['savory', 'aquatic']",0,0,1,0,0,0,0,0,1,0,0
22476645,CC(C)CC1CCCC(C1)(C)O,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
22486853,CCCC(C1=CC=C(C=C1)C(C)C)O,"['green', 'flower', 'herbal']",0,0,0,0,1,0,1,1,0,0,0
22507249,CC(=O)CC1=CC=CN1,"['savory', 'earthy', 'fruity']",0,0,0,1,0,1,0,0,1,0,0
22620524,CC1=CC=C(C=C1)CCC(C)O,['green'],0,0,0,0,0,0,1,0,0,0,0
22627811,C1CCCCCCCCNCCCCCCC1,['animal'],0,1,0,0,0,0,0,0,0,0,0
22726404,CC1=CCCC(C1C/C(=C(\C)/C=O)/C)(C)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
22726405,CC1CCC(C(C1/C=C/C(=O)C)(C)C)C,"['flower', 'animal']",0,1,0,0,1,0,0,0,0,0,0
22726415,CCOC(=O)C1C(O1)(C)C=CC2C(=CCCC2(C)C)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
22750490,C1CCCCC(=O)OCCOC(=O)CCCC1,['animal'],0,1,0,0,0,0,0,0,0,0,0
22752913,CC(C)COC(=O)C(C)C1=CC=CC=C1,"['flower', 'herbal', 'savory', 'fruity']",0,0,0,0,1,1,0,1,1,0,0
22757845,CCCCCC(CC)OC=O,"['woody', 'flower', 'fruity', 'green', 'savory']",0,0,0,0,1,1,1,0,1,0,1
22758948,CC(C)CC1=C(SC=N1)OC,"['green', 'savory']",0,0,0,0,0,0,1,0,1,0,0
22764431,CC(C)CCCC(=C)CCO,['flower'],0,0,0,0,1,0,0,0,0,0,0
22768668,CCCCCCCOCC(C)C,"['green', 'flower', 'aquatic']",0,0,1,0,1,0,1,0,0,0,0
22770570,CC(C)C1CC(C=CO1)C2=CC=CC=C2,['spices'],0,0,0,0,0,0,0,0,0,1,0
22928293,CCC1(COC(=O)O1)C,"['savory', 'aquatic']",0,0,1,0,0,0,0,0,1,0,0
22934582,CC(C)C1=CC2=C(C=C1)OCC(=O)CO2,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
22973762,CC(C)CCOC(=O)C(C)C1=CC=CC=C1,['fruity'],0,0,0,0,0,1,0,0,0,0,0
22976662,CCOC(C)OC1=CC=C(C=C1)C,"['flower', 'herbal']",0,0,0,0,1,0,0,1,0,0,0
23037164,CC(C)C=NCC1=CC=CO1,"['green', 'flower', 'savory']",0,0,0,0,1,0,1,0,1,0,0
23039305,CCSC(C)CCO,['savory'],0,0,0,0,0,0,0,0,1,0,0
23137209,CCCCCC(=O)/C(=C/CC)/C,"['green', 'herbal', 'aquatic']",0,0,1,0,0,0,1,1,0,0,0
23268340,CC1CCC(CC1)C(C)(C)C(=O)OC,"['woody', 'herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,1
23271222,CCCCC(CC)CC(=O)OC=C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
23341028,CC(C)C1CCC(CC1=O)(C)S,['fruity'],0,0,0,0,0,1,0,0,0,0,0
23346565,CC1C=CC2(O1)C(CCCC2(C)O)(C)C,['earthy'],0,0,0,1,0,0,0,0,0,0,0
23377482,CC1C=CC2=NC=CN=C12,['savory'],0,0,0,0,0,0,0,0,1,0,0
23383487,CCCCC1=C(N=C(S1)C)C,"['green', 'savory']",0,0,0,0,0,0,1,0,1,0,0
23424256,CCC1CCC(O1)O,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
23452781,CC1=CC(C=C(C1=O)C)(C)C,"['green', 'herbal']",0,0,0,0,0,0,1,1,0,0,0
23502647,CC(C)(CCCC1CCC(CC1)C=O)O,['flower'],0,0,0,0,1,0,0,0,0,0,0
23513561,CC1CCC(CC1)(C)C(=O)OC,"['green', 'herbal', 'woody']",0,0,0,0,0,0,1,1,0,0,1
23519722,CC(=CCC/C(=C/COC(=O)C1=CC=CO1)/C)C,"['flower', 'herbal', 'green', 'fruity']",0,0,0,0,1,1,1,1,0,0,0
23572848,CC1CC(C2=NC=CN=C12)C,"['savory', 'earthy']",0,0,0,1,0,0,0,0,1,0,0
23616937,CC1CC(C2(C1C2)C(C)C)O,['herbal'],0,0,0,0,0,0,0,1,0,0,0
23617539,CCCCC[C@H]1OC[C@@H](O1)C,"['green', 'savory', 'fruity']",0,0,0,0,0,1,1,0,1,0,0
23617863,CCC(=O)O[C@H]1C[C@@H]2CC[C@]1(C2(C)C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
23617864,CCC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
23623651,CC(C)CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,"['herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,0
23623868,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC=O,"['green', 'herbal']",0,0,0,0,0,0,1,1,0,0,0
24755581,CCC(C)(CCCC(C)C=O)OC,"['green', 'herbal', 'aquatic', 'fruity']",0,0,1,0,0,1,1,1,0,0,0
24758199,CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC,"['green', 'animal']",0,1,0,0,0,0,1,0,0,0,0
24832089,CC1=C(C=CO1)SSSSC2=C(OC=C2)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
24832090,CC(C)CC(=O)O[C@@H]1CC2CC[C@]1(C2(C)C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
24847851,CCCCC1COC(=O)CO1,"['savory', 'alcohol', 'fruity']",1,0,0,0,0,1,0,0,1,0,0
24978034,CC(CCCCC(=C)C)O,"['herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,0
25200724,CC1=C(C(=C(O1)C)O)O,['fruity'],0,0,0,0,0,1,0,0,0,0,0
29933357,CCC(=O)OCCC1=C(N=CS1)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
36689269,C/C=C/C(=O)OC/C=C(/C)\CCC=C(C)C,"['flower', 'aquatic', 'fruity']",0,0,1,0,1,1,0,0,0,0,0
36691376,CC(C)(C1=CC=C(C=C1)OC)C(=O)[O-],['fruity'],0,0,0,0,0,1,0,0,0,0,0
38988368,CC1=CCCC([C@@H]1CCC(=O)C)(C)C,"['flower', 'savory']",0,0,0,0,1,0,0,0,1,0,0
40488241,C[C@@H]1CC[C@@H](C[C@@H]1OC(=O)C)C(=C)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
42608159,C[C@@H]1CC[C@H]([C@H]2C13[C@@H]2C(=CC3)C)C(C)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
42635449,CC(=O)OCCCCCCSC(=O)C,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
43126912,CCCCCCCCOCC(=O)OCC,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
44135575,CCC(=CC)C(=O)OCC=C(C)CCC=C(C)C,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
44145443,CC1([C@H]2CC1CC=C2C=O)C,"['spices', 'herbal']",0,0,0,0,0,0,0,1,0,1,0
44145813,CC1C2C3CCC(C3)C2C(=C1C)OC,['herbal'],0,0,0,0,0,0,0,1,0,0,0
44145973,CC1=CC[C@H]2[C@@H]1[C@@H]3C[C@H]2[C@H](C3=C)OC(=O)C,"['green', 'flower', 'aquatic']",0,0,1,0,1,0,1,0,0,0,0
44152459,C[C@H]1CC[C@H]2[C@H](C2(C)C)C13COC(OC3)(C)C,['animal'],0,1,0,0,0,0,0,0,0,0,0
44152604,CC/C=C\CCOC(=O)C1CC1,"['green', 'flower', 'aquatic', 'fruity']",0,0,1,0,1,1,1,0,0,0,0
44152860,CC1=CC2C(CC1CC2C(C)C)C3OCCO3,"['green', 'flower', 'savory']",0,0,0,0,1,0,1,0,1,0,0
44153588,CCCC(=O)OC1C=CC2C1C3CCC2C3,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
44153717,CC1COC(O1)C(C)CCC=C(C)C,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
44154128,C[C@@H]1CC[C@H]2[C@H](C2(C)C)C13COC(OC3)(C)C,"['green', 'animal']",0,1,0,0,0,0,1,0,0,0,0
44256573,C[C@@H](CC/C=C(\C)/CCC=C(C)C)CC=O,"['green', 'flower', 'aquatic']",0,0,1,0,1,0,1,0,0,0,0
44443281,C/C=C/C=C/C(=O)OCCC(C)C,"['green', 'alcohol', 'fruity']",1,0,0,0,0,1,1,0,0,0,0
44464839,CCC(CC)C1CC(CCO1)(C)O,"['green', 'flower']",0,0,0,0,1,0,1,0,0,0,0
44630408,CC/C=C\C/C=C/CCO,"['green', 'savory', 'fruity']",0,0,0,0,0,1,1,0,1,0,0
45086247,CC(=O)C1=CC[C@@H]2C=CC[C@@H]2C1,"['green', 'flower', 'fruity']",0,0,0,0,1,1,1,0,0,0,0
45087886,CC[C@@H](C)CN1CCCC1,"['savory', 'aquatic']",0,0,1,0,0,0,0,0,1,0,0
45108274,CC1=CC=C(O1)CSSC,['savory'],0,0,0,0,0,0,0,0,1,0,0
45121670,CC(=O)CCC1=NC=CS1,['savory'],0,0,0,0,0,0,0,0,1,0,0
46195361,CCC1OCCC(S1)C,"['green', 'flower', 'savory', 'fruity']",0,0,0,0,1,1,1,0,1,0,0
46195362,CCCC1OCCC(S1)C,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
46195364,CCCCC1OCCC(S1)C,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
46779070,CC(C)CCC(=O)SC,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
46779102,CCCCCC(=O)OCCCSC,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
46779104,CSCCCOC(=O)CS,"['green', 'savory']",0,0,0,0,0,0,1,0,1,0,0
46941523,CC(C)CC1NC(SC(S1)CC(C)C)CC(C)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
49869549,COC1=CC(=C(C=C1)C(=O)CCC2=CC=CC=N2)O,['savory'],0,0,0,0,0,0,0,0,1,0,0
51979789,CNC1=CC=CC=C1C(=O)OCCC2=CC=CC=C2,['fruity'],0,0,0,0,0,1,0,0,0,0,0
53338773,CCCCCCCC(=O)OCCC1=C(N=CS1)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
53395715,C1=COC(=C1)C=CCO,"['herbal', 'savory']",0,0,0,0,0,0,0,1,1,0,0
53397162,CC=CC1=CC2=C(C(=C1OC)OC)OCO2,['herbal'],0,0,0,0,0,0,0,1,0,0,0
53397165,CC=CC1=CC(=C2C(=C1OC)OCO2)OC,"['herbal', 'earthy']",0,0,0,1,0,0,0,1,0,0,0
53401195,CCCC=CCCCCC(=O)O,['savory'],0,0,0,0,0,0,0,0,1,0,0
53411110,CCCCCCCCCC(=O)OOCC,['fruity'],0,0,0,0,0,1,0,0,0,0,0
53422433,CCCCCCCCC=COCC,"['green', 'aquatic']",0,0,1,0,0,0,1,0,0,0,0
53422435,CCC(OCC)OCCC(C)C,"['green', 'savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,1,0,0
53422437,CCCCCOC(CCC)OCC,"['green', 'savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,1,0,0
53422438,CCCOC(C(C)C)OCC,"['green', 'savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,1,0,0
53422473,CCCCCCOC(C)OCCC(C)C,"['green', 'alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,1,0,0,0,0
53422863,CC(=CCCC(=CC(C)(C)O)C)C,"['woody', 'herbal', 'earthy', 'fruity']",0,0,0,1,0,1,0,1,0,0,1
53422899,CC(C)C=C(C)C(=O)O,"['flower', 'animal', 'savory', 'fruity']",0,1,0,0,1,1,0,0,1,0,0
53423642,C1=COC(=C1)CC2=CC(=CO2)CC3=CC=CO3,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
53423725,CC=CC=CC(=O)OC(=C)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
53423848,CC1=NC=C(N=C1C)C(=O)C,"['green', 'savory']",0,0,0,0,0,0,1,0,1,0,0
53424309,CCCCCCCC=C(CCCCCC)C=O,"['aquatic', 'fruity']",0,0,1,0,0,1,0,0,0,0,0
53425122,CCCSSSCC,['savory'],0,0,0,0,0,0,0,0,1,0,0
53425201,CC1CC2C(C2(C)C)CC1=CCC#N,"['woody', 'flower']",0,0,0,0,1,0,0,0,0,0,1
53425775,CC(C)CC(=O)OCCC(C)(C)S,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
53427914,CCC(C)COC(C)OCC,"['green', 'savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,1,0,0
53427962,CCC(C)COC(C)OCCC(C)C,"['green', 'savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,1,0,0
53428090,CCCCOC(C)OCCC(C)C,"['green', 'savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,1,0,0
53428112,CCOC(C(C)C)OCCC(C)C,"['green', 'savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,1,0,0
53428150,CCCCCOC(C)OCCC(C)C,"['green', 'savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,1,0,0
53428151,CCCOC(C)OCCC(C)C,"['green', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,0,0,0
53428586,CCOC(=O)C(C)C=CC,"['green', 'aquatic', 'fruity']",0,0,1,0,0,1,1,0,0,0,0
53428828,CC(=C)CCOC(=O)C(C)(C)C,"['flower', 'herbal', 'aquatic', 'fruity']",0,0,1,0,1,1,0,1,0,0,0
53435896,CCCCCC1COC(=O)CO1,"['savory', 'alcohol', 'aquatic', 'fruity']",1,0,1,0,0,1,0,0,1,0,0
53436911,CC(C(C)OC(=O)C)C(=O)OC,['fruity'],0,0,0,0,0,1,0,0,0,0,0
53436964,CC(=C)C=CSC,['savory'],0,0,0,0,0,0,0,0,1,0,0
53437836,CCCCCCCCCOC(=O)CCCCCC,"['flower', 'alcohol', 'fruity', 'green', 'herbal']",1,0,0,0,1,1,1,1,0,0,0
53445325,CCCCCC=C(C)O,"['flower', 'earthy', 'fruity', 'green', 'herbal']",0,0,0,1,1,1,1,1,0,0,0
53470667,CC1CC2C(C2(C)C)CC1/C=C/C#N,"['flower', 'aquatic']",0,0,1,0,1,0,0,0,0,0,0
53470669,CC\1CC2C(C2(C)C)C/C1=C/CC#N,"['flower', 'aquatic']",0,0,1,0,1,0,0,0,0,0,0
53471638,CC(C)CC(=O)SCC=C(C)C,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
53471898,CC(C)C(=O)SCSC,"['green', 'savory', 'fruity']",0,0,0,0,0,1,1,0,1,0,0
53630039,CCOC([O-])[O-],['herbal'],0,0,0,0,0,0,0,1,0,0,0
53649053,CCCCCC(=C1CCC(CC1)C)C#N,['flower'],0,0,0,0,1,0,0,0,0,0,0
53649670,CCCCC=COC(=O)C1=CC=CC=C1,"['green', 'herbal']",0,0,0,0,0,0,1,1,0,0,0
53664107,CCOC1=CC=C(C=C1)C=CC,"['flower', 'spices', 'herbal']",0,0,0,0,1,0,0,1,0,1,0
53666773,CCCC=CC(=O)CCC(C)C,"['green', 'flower', 'fruity']",0,0,0,0,1,1,1,0,0,0,0
53680649,CCCCC=COC(=O)C=CCCC,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
53683233,CCCC=CCCCCC=O,"['green', 'herbal']",0,0,0,0,0,0,1,1,0,0,0
53689298,C1CCCOC(=O)C=CCC1,"['spices', 'herbal', 'fruity']",0,0,0,0,0,1,0,1,0,1,0
53721729,CCCC=CC(CC=C)OC(=O)C,"['green', 'savory', 'earthy']",0,0,0,1,0,0,1,0,1,0,0
53750858,C1CCCCCCC=CC(=O)CCCCCC1,['animal'],0,1,0,0,0,0,0,0,0,0,0
53756778,CC=C1CC2CC1C(C2)OC(C)C,"['spices', 'herbal', 'animal', 'fruity']",0,1,0,0,0,1,0,1,0,1,0
53763665,CCCC=CC=CC=CC=O,['fruity'],0,0,0,0,0,1,0,0,0,0,0
53781394,C1=CC=C(C=C1)CC(O)OCC2=CC=CC=C2,['green'],0,0,0,0,0,0,1,0,0,0,0
53822360,CCCCC(C(=CCC)C)O,['green'],0,0,0,0,0,0,1,0,0,0,0
53846067,CCC=CC1=CC=CC=N1,"['green', 'flower', 'earthy']",0,0,0,1,1,0,1,0,0,0,0
53859205,CCCCCC(=S)OC,"['green', 'savory', 'fruity']",0,0,0,0,0,1,1,0,1,0,0
53868341,CCCCCCCCCCC(=O)OCCC,"['alcohol', 'fruity']",1,0,0,0,0,1,0,0,0,0,0
53875618,CC(=CCCC(=CCCC(=CC=CC(=O)C)C)C)C,"['flower', 'aquatic']",0,0,1,0,1,0,0,0,0,0,0
53882032,CCCC=CC(=O)CCC,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
53888546,CC(CCCC(=C)C)C=COC(=O)C,"['green', 'herbal', 'fruity']",0,0,0,0,0,1,1,1,0,0,0
53903190,CC(C)CCCCC=CC=O,['fruity'],0,0,0,0,0,1,0,0,0,0,0
53903872,CC=C(C)CCC(=O)O,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
53930276,CCCC=CC=CC=CC=C,"['green', 'earthy', 'fruity']",0,0,0,1,0,1,1,0,0,0,0
53935323,CCC=CCCOCCC=CCC,"['green', 'savory']",0,0,0,0,0,0,1,0,1,0,0
53943254,CCCCCC(CC1=CC=CC=C1)C=O,"['green', 'flower', 'herbal']",0,0,0,0,1,0,1,1,0,0,0
53953985,C1=CC=C(C=C1)C=C(C=O)C2=CC=CO2,"['flower', 'savory']",0,0,0,0,1,0,0,0,1,0,0
53960409,CC[C@@H]1CC(CCC1=O)(C)C,"['herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,0
53983240,COC(=O)CC1CCCC2C1CCCC2,['fruity'],0,0,0,0,0,1,0,0,0,0,0
54009296,CC=CC(=O)OCC1CCCO1,"['herbal', 'flower', 'savory']",0,0,0,0,1,0,0,1,1,0,0
54023491,CC1C2CC(C1=CCC#N)C=C2,['flower'],0,0,0,0,1,0,0,0,0,0,0
54034681,CCCCCCC=COC(=O)CC,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
54038533,CCCCOC(=O)C=CC1=CC=CO1,"['green', 'flower', 'herbal', 'animal']",0,1,0,0,1,0,1,1,0,0,0
54046313,CC(CC=CC#N)CC(C)(C)C,['animal'],0,1,0,0,0,0,0,0,0,0,0
54048924,CCOC(=O)CCCSC(=O)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
54052443,CCCCCCCCCCCCC(=O)OCC(C)C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
54090188,CCCCCCCCCCC=COC(=O)CC,"['flower', 'animal']",0,1,0,0,1,0,0,0,0,0,0
54099340,CCC=CCC=CCCC=O,['fruity'],0,0,0,0,0,1,0,0,0,0,0
54106013,CCCCCCCCC=COC(=O)CC,"['flower', 'fruity', 'animal']",0,1,0,0,1,1,0,0,0,0,0
54127994,C=CC(=O)OCC(C1=CC=CC=C1)O,['flower'],0,0,0,0,1,0,0,0,0,0,0
